_id,cpu_type,cpu_name,cpu_socket,compatible_chipsets,int_graphics,semiconductor_size,cpu_tdp,pcie,transistors,cpu_threads,total_clock_speed,turbo,unlocked_multiplier,l2_cache,l3_cache,l1_cache,clock_multiplier,passmark,passmark_s,cinebench_r20_multi,cinebench_r20_single,geekbench6_multi,geekbench6_single,gpu_name,gpu_turbo,opengl_version,opencl_version,ram_speed_max,max_mem_bandwidth,ddr_version,mem_channels,max_mem_size,mem_eec,directx_version
67d4fd4593079e4598e73630,desktop,AMD Ryzen Threadripper Pro 7995WX,,,FALSE,5,350,5,78840,192,96 x 2.5,5.1,TRUE,96,384,6000,25,153598,3960,,,,,,,,,5200,,5,8,2000,TRUE,
67d4fd4593079e4598e73631,desktop,AMD Ryzen Threadripper 7980X,,,FALSE,5,350,5,,128,64 x 3.2,5.1,TRUE,64,256,4096,32,133902,3960,36982,742,,,,,,,5200,,5,4,1000,TRUE,
67d4fd4693079e4598e73633,desktop,AMD Ryzen Threadripper Pro 7985WX,,,FALSE,5,350,5,,128,64 x 3.2,5.1,TRUE,1,256,64,32,133194,3890,,,,,,,,,2600,,5,8,2000,TRUE,
67d4fd4693079e4598e73644,desktop,AMD Ryzen Threadripper 7970X,,,FALSE,5,350,5,,64,32 x 4,5.3,TRUE,32,128,2048,40,98654,4140,25421,773,,,,,,,5200,,5,4,1000,TRUE,
67d4fd4693079e4598e73638,desktop,AMD Ryzen Threadripper Pro 7975WX,,,FALSE,5,350,5,,64,32 x 4,5.3,TRUE,32,128,2000,40,95664,4064,,,,,,,,,5200,,5,8,2000,TRUE,
67d4fd4693079e4598e7363a,desktop,AMD Ryzen Threadripper Pro 5995WX,,,FALSE,7,280,4,33200,128,64 x 2.7,4.5,TRUE,32,256,4096,27,93192,3207,25297,585,16238,1963,,,,,3200,204.8,4,8,2000,TRUE,
67d4fd4693079e4598e73678,desktop,AMD Ryzen Threadripper Pro 3995WX,,,FALSE,7,280,4,30400,128,64 x 2.7,4.2,FALSE,32,256,4096,,83697,2598,24463,477,14040,1599,,,,,3200,204.8,4,8,2000,TRUE,
67d4fd4693079e4598e73670,desktop,AMD Ryzen Threadripper 7960X,,,FALSE,5,350,5,,48,24 x 4.2,5.3,TRUE,24,128,1536,40,83424,4111,,,,,,,,,5200,,5,4,1000,TRUE,
67d4fd4693079e4598e7363c,desktop,AMD Ryzen Threadripper Pro 7965WX,,,FALSE,5,350,5,,48,24 x 4.2,5.3,TRUE,24,128,1500,42,80713,3937,,,,,,,,,5200,,5,8,2000,TRUE,
67d4fd4693079e4598e73649,desktop,AMD Ryzen Threadripper 3990X,strx4,,FALSE,7,280,4,39500,128,64 x 2.9,4.3,TRUE,32,256,4096,29,80659,2565,24763,495,14186,1622,,,,,3200,95.37,4,4,512,TRUE,
67d4fd4693079e4598e7370a,desktop,AMD Ryzen Threadripper Pro 5975WX,,,FALSE,7,280,4,16600,64,32 x 3.6,4.5,FALSE,16,128,2000,36,75654,3315,20892,585,16736,2053,,,,,3200,,4,8,,TRUE,
67d4fd4693079e4598e7375f,desktop,AMD Ryzen Threadripper Pro 5965WX,,,FALSE,7,280,4,,48,24 x 3.8,4.5,FALSE,12,128,1500,38,66680,3359,,585,15085,2051,,,,,3200,,4,8,,TRUE,
67d4fd4693079e4598e736a2,desktop,AMD Ryzen 9 9950X,am5,x670 b650,TRUE,4,170,5,16630,32,16 x 4.3,5.7,TRUE,16,64,1280,43,66363,4733,,,,,,2200,,,5600,,5,2,192,TRUE,
67d4fd4693079e4598e736ec,desktop,AMD Ryzen Threadripper 3970X,strx4,,FALSE,7,280,4,,64,32 x 3.7,4.5,TRUE,16,128,3000,,63140,2665,17105,509,13789,1661,,,,,3200,95.37,4,4,256,TRUE,
67d4fd4693079e4598e736b0,desktop,AMD Ryzen 9 7950X,am5,x670 b650,TRUE,5,170,5,13140,32,16 x 4.5,5.7,TRUE,16,64,1000,45,62704,4276,15120,793,19459,2986,,2200,4.6,1.2,5200,83.2,5,2,128,TRUE,12
67d4fd4693079e4598e7372f,desktop,AMD Ryzen Threadripper Pro 3975WX,,,FALSE,7,280,4,,64,32 x 3.5,4.2,,16,128,2000,,62572,2657,16740,509,14680,1632,,,,,3200,204.8,4,8,2000,TRUE,
67d4fd4693079e4598e7367d,desktop,AMD Ryzen 9 7950X3D,am5,x670 b650,TRUE,5,120,5,17840,32,16 x 4.2,5.7,TRUE,16,128,1000,42,62501,4148,,,19702,2930,,2200,,,5200,,5,2,128,TRUE,12
67d4fd4693079e4598e73651,desktop,Intel Core i9-14900KS,lga_1700,b760 z690 z790 b660,TRUE,10,150,5,,32,8 x 3.2 & 16 x 2.4,6.2,TRUE,32,36,,32,62465,4869,15599,909,23839,3341,UHD Graphics 770,1650,4.5,3,5600,89.6,5,2,192,TRUE,
67d4fd4693079e4598e73645,desktop,Intel Core i9-13900KS,lga_1700,z790 h610 h670 b660 z690,TRUE,10,150,5,,32,8 x 3.2 & 16 x 2.4,6,TRUE,32,36,,32,61589,4748,15560,902,21732,3136,UHD Graphics 770,1650,4.5,3,5600,89.6,5,2,128,TRUE,12
67d4fd4693079e4598e7363f,desktop,Intel Core i9-14900K,lga_1700,b760 h770 z790 h610 h670 b660 z690,TRUE,10,125,5,,32,8 x 3.2 & 16 x 2.4,6,TRUE,32,36,,32,60220,4740,,,20710,3083,UHD Graphics 770,1650,4.5,3,5600,89.6,5,2,192,TRUE,12
67d4fd4693079e4598e7366e,desktop,AMD Ryzen Threadripper Pro 7955WX,,,FALSE,5,350,5,,32,16 x 4.5,5.3,TRUE,16,64,1000,45,59995,4094,,,,,,,,,2600,,5,8,2048,TRUE,
67d4fd4693079e4598e73641,desktop,Intel Core i9-13900K,lga_1700,b760 h770 z790 h610 h670 b660 z690,TRUE,10,125,5,,32,8 x 3 & 16 x 2.2,5.8,TRUE,32,36,,30,59038,4621,15350,877,20248,3006,UHD Graphics 770,1650,4.5,3,5600,89.6,5,2,192,TRUE,12
67d4fd4693079e4598e73683,laptop,AMD Ryzen 9 7945HX3D,,,TRUE,5,55,5,,32,16 x 2.3,5.4,TRUE,16,128,1000,23,57908,4110,13036,747,16424,2769,Radeon 610M,2200,4.6,2,5200,,5,2,64,FALSE,12
67d4fd4693079e4598e73635,desktop,Intel Core Ultra 9 285K,lga_1851,z890,TRUE,3,125,5,17800,24,8 x 3.7 & 16 x 3.2,5.7,TRUE,40,36,,37,57582,5146,,,,,,2000,4.5,3,6400,,5,2,192,TRUE,
67d4fd4693079e4598e73720,desktop,AMD Ryzen Threadripper 3960X,strx4,trx40,FALSE,7,280,4,3800,48,24 x 3.8,4.5,TRUE,12,128,2250,,54888,2682,13552,509,13268,1677,,,,,3200,95.37,4,4,256,TRUE,
67d4fd4693079e4598e736b4,desktop,AMD Ryzen 9 9900X,am5,x670 b650,TRUE,4,120,5,16630,24,12 x 4.4,5.6,TRUE,12,64,768,44,54863,4686,,,,,,2200,,,5600,,5,2,192,TRUE,
67d4fd4693079e4598e736d2,laptop,AMD Ryzen 9 7945HX,,,TRUE,6,55,5,,32,16 x 2.5,5.4,TRUE,16,64,1000,25,54656,4053,12914,758,15895,2735,Radeon 610M,2200,4.6,2,5200,,5,2,64,FALSE,12
67d4fd4693079e4598e736dd,desktop,AMD Ryzen 9 7940HX,,,TRUE,5,55,5,,32,16 x 2.4,5.2,TRUE,16,64,1024,24,53696,3971,,,,,Radeon 610M,2200,4.6,2,5200,,5,2,64,FALSE,
67d4fd4693079e4598e7364b,desktop,Intel Core i7-14700K,lga_1700,b760 h770 z790 h610 h670 b660 z690,TRUE,10,125,5,,28,8 x 3.4 & 12 x 2.5,5.6,TRUE,28,33,,34,53266,4475,,,19125,2946,UHD Graphics 770,1600,4.5,3,5600,89.6,5,2,192,TRUE,12
67d4fd4693079e4598e73669,desktop,AMD Ryzen 9 7900X,am5,x670 b650,TRUE,5,170,5,13140,24,12 x 4.7,5.6,TRUE,12,64,768,47,51701,4254,11572,781,17959,2956,,2200,4.6,,5200,,5,2,128,TRUE,12
67d4fd4693079e4598e7366d,desktop,AMD Ryzen 9 7900X3D,am5,x670 b650,TRUE,5,120,5,17840,24,12 x 4.4,5.6,TRUE,12,128,768,44,50396,4131,,,17555,2855,,2200,,,5200,,5,2,128,TRUE,12
67d4fd4693079e4598e73796,desktop,AMD Ryzen Threadripper Pro 5955WX,,,FALSE,7,280,4,16600,32,16 x 4,4.5,FALSE,8,64,1000,40,50096,3344,,592,16083,2138,,,,,3200,,4,8,,TRUE,
67d4fd4693079e4598e73679,desktop,AMD Ryzen Threadripper Pro 7945WX,,,FALSE,5,350,5,,24,12 x 4.7,5.3,TRUE,12,64,768,47,49607,4091,,,,,,,,,2600,,5,8,2000,TRUE,
67d4fd4693079e4598e73696,desktop,AMD Ryzen 9 7900,am5,x670 b650,TRUE,5,65,5,13140,24,12 x 3.7,5.4,TRUE,12,64,768,37,48846,4150,11088,764,16833,2857,,2200,,,5200,,5,2,128,TRUE,12
67d4fd4693079e4598e7363b,desktop,Apple M2 Ultra (76-core GPU),,,TRUE,5,80,4,134000,24,16 x 3.7 & 8 x 3.4,,,32,,,,48477,4088,,,21157,2756,,,,,,800,5,,192,FALSE,
67d4fd4693079e4598e73692,desktop,Intel Core i9-14900,lga_1700,b760 h770 z790 h610 h670 b660 z690,TRUE,10,65,5,,32,8 x 2 & 16 x 1.5,5.8,FALSE,32,36,,20,48032,4516,12840,903,17580,2900,UHD Graphics 770,1650,4.5,3,5600,89.6,5,2,192,TRUE,
67d4fd4693079e4598e73688,desktop,AMD Ryzen 9 Pro 7945,am5,x670 b650,TRUE,5,65,5,,24,12 x 3.7,5.4,FALSE,12,64,768,37,47830,4178,11088,764,16049,2905,,2200,4.6,2,5200,,5,2,128,TRUE,12
67d4fd4693079e4598e7365c,laptop,Intel Core i9-13980HX,,,TRUE,10,55,5,,32,8 x 2.2 & 16 x 1.6,5.6,TRUE,2,36,,,47190,4293,,,17097,,UHD Graphics 770,1650,4.6,3,5600,89.6,5,2,128,TRUE,12.1
67d4fd4693079e4598e73672,desktop,Intel Core i9-13900,lga_1700,h610 h670 b660 z690 z790,TRUE,10,65,5,,32,8 x 2 & 16 x 1.5,5.6,FALSE,32,36,,,47066,4337,12375,872,16629,2764,UHD Graphics 770,1650,4.5,3,5600,89.6,5,2,128,TRUE,12
67d4fd4693079e4598e73664,desktop,Intel Core i7-13700K,lga_1700,b760 h770 z790 h610 h670 b660 z690,TRUE,10,125,5,,24,8 x 3.4 & 8 x 2.5,5.4,TRUE,24,30,,34,46429,4360,11831,815,17840,2865,UHD Graphics 770,1600,4.5,3,5600,89.6,5,2,128,TRUE,12
67d4fd4693079e4598e73656,laptop,Intel Core i9-14900HX,,,TRUE,10,55,5,,32,8 x 2.2 & 16 x 1.6,5.8,FALSE,,36,,22,45715,4300,,,15988,2711,UHD Graphics 770,1650,4.6,3,5600,89.6,5,2,192,TRUE,12.1
67d4fd4693079e4598e736c8,laptop,AMD Ryzen 9 7845HX,,,TRUE,6,55,5,,24,12 x 3,5.2,TRUE,12,64,764,30,45676,3964,,,13925,2652,Radeon 610M,2200,4.6,2,5200,,5,2,64,FALSE,12
67d4fd4693079e4598e73743,desktop,AMD Ryzen 9 5950X,am4,x570 b550 a520 x470 b450,FALSE,7,105,4,19200,32,16 x 3.4,4.9,TRUE,8,64,1024,34,45599,3468,10428,647,12131,2215,,,,,3200,47.68,4,2,128,TRUE,
67d4fd4693079e4598e7379c,desktop,AMD Ryzen 9 5900XT,am4,x570 b550 a520 x470 b450,FALSE,7,105,4,8300,32,16 x 3.3,4.8,TRUE,8,64,1000,33,44588,3372,,,,,,,,,3200,,4,2,128,TRUE,
67d4fd4693079e4598e7368a,desktop,Intel Core i9-13900T,lga_1700,z790 h610 h670 b660 z690,TRUE,10,35,5,,32,8 x 1.1 & 16 x 0.8,5.3,FALSE,32,36,,,44179,4201,,,,,UHD Graphics 770,1650,4.5,3,5600,89.6,5,2,128,TRUE,12
67d4fd4693079e4598e73668,laptop,Intel Core i9-13900HX,,,TRUE,10,55,5,,32,8 x 2.2 & 16 x 1.6,5.4,FALSE,,36,,22,44115,4121,,,15722,2712,UHD Graphics 770,1650,4.6,3,5600,89.6,5,2,128,TRUE,12.1
67d4fd4693079e4598e736ad,desktop,Intel Core i9-12900KS,lga_1700,b660 h610 h670 z690,TRUE,10,150,5,,24,8 x 3.4 & 8 x 2.5,5.5,TRUE,14,30,,34,44022,4345,10744,795,16236,2695,UHD Graphics 770,1550,4.5,2.1,4800,76.8,5,2,128,TRUE,12
67d4fd4693079e4598e73660,laptop,Intel Core i9-13950HX,,,TRUE,10,55,5,,32,8 x 2.2 & 16 x 1.6,5.5,FALSE,,36,,22,43502,4012,12226,809,,,UHD Graphics 770,1650,4.6,3,5600,89.6,5,2,128,TRUE,12.1
67d4fd4693079e4598e7369e,desktop,Intel Core i7-14700,lga_1700,b760 h770 z790 h610 h670 b660 z690,TRUE,10,65,5,,28,8 x 2.1 & 12 x 1.5,5.4,FALSE,28,33,,21,43161,4241,,,16078,2735,UHD Graphics 770,1600,4.5,3,5600,89.6,5,2,192,TRUE,12
67d4fd4693079e4598e73687,desktop,Intel Core i9-12900K,lga_1700,z790 h610 h670 b660 z690,TRUE,10,125,5,,24,8 x 3.2 & 8 x 2.4,5.2,TRUE,14,30,,32,41470,4161,10511,779,15560,2653,UHD Graphics 770,1550,4.5,3,4800,76.8,5,2,128,TRUE,12
67d4fd4693079e4598e73634,desktop,Apple M1 Ultra,,,TRUE,5,96,,114000,20,16 x 3.2 & 4 x 2,,FALSE,48,,192,,41261,3896,,,,,,,,,6400,800,5,8,128,FALSE,
67d4fd4693079e4598e737b4,desktop,AMD Ryzen Threadripper Pro 5945WX,,,FALSE,7,280,4,,24,12 x 4.1,4.5,FALSE,6,64,765,41,40483,3356,,585,13460,2061,,,,,3200,,4,8,,TRUE,
67d4fd4693079e4598e73791,desktop,AMD Ryzen Threadripper Pro 3955WX,,,FALSE,7,280,4,,32,16 x 3.9,4.3,,8,64,1000,,40299,2680,,,12574,1684,,,,,3200,204.8,4,8,2000,TRUE,
67d4fd4693079e4598e73685,desktop,AMD Ryzen 7 9800X3D,am5,x670 b650 x870,TRUE,4,120,5,8315,16,8 x 4.7,5.2,TRUE,8,96,640,47,40216,4445,,,,,,2200,,,5600,,5,2,192,TRUE,
67d4fd4693079e4598e73781,laptop,Apple M3 Max (16-core CPU / 40-core GPU),,,TRUE,3,,,92000,16,12 x 3.7 & 4 x 3.4,,,,,,,40153,,,,,,,,,,,400,5,,128,FALSE,
67d4fd4693079e4598e736d7,desktop,Intel Core i9-14900T,lga_1700,b760 h770 z790 h610 h670 b660 z690,TRUE,10,35,5,,32,8 x 1.1 & 16 x 0.8,5.5,FALSE,32,36,,11,39300,3806,,,,,UHD Graphics 770,1650,4.5,3,5600,89.6,5,2,192,TRUE,
67d4fd4693079e4598e73868,desktop,AMD Ryzen 9 5900X,am4,x570 b550 a520 x470 b450,FALSE,7,105,4,8300,24,12 x 3.7,4.8,TRUE,6,64,768,,39115,3470,8491,637,11962,2209,,,,,3200,47.68,4,2,128,FALSE,
67d4fd4693079e4598e7366c,desktop,Intel Core i5-14600K,lga_1700,b760 h770 z790 h610 h670 b660 z690,TRUE,10,125,5,,20,6 x 3.5 & 8 x 2.6,5.3,TRUE,20,24,1248,35,39014,4281,,,15928,2804,UHD Graphics 770,1550,4.5,3,5600,89.6,5,2,192,TRUE,12
67d4fd4693079e4598e73661,laptop,Apple M4 Max (14-core CPU / 32-core GPU),,,TRUE,3,80,,28000,14,10 x 4.05 & 4 x 2.75,,,,,,,38870,4531,,,23455,4007,,,,,6400,410,5,,128,FALSE,
67d4fd4693079e4598e73698,laptop,Intel Core i7-13850HX,,,TRUE,10,55,5,,28,8 x 2.1 & 12 x 1.5,5.3,FALSE,24,30,,,38073,3846,,,14587,2699,UHD Graphics 770,1600,4.6,3,5600,89.6,5,2,128,TRUE,12.1
67d4fd4693079e4598e7368d,desktop,Intel Core i5-13600K,lga_1700,z690 h670 b660 h610 b760 h770 z790,TRUE,10,125,5,,20,6 x 3.5 & 8 x 2.6,5.1,TRUE,20,24,,35,37938,4138,9329,775,15111,2703,UHD Graphics 770,1500,4.5,3,5600,89.6,5,2,192,TRUE,12
67d4fd4693079e4598e73754,desktop,AMD Ryzen 7 9700X,am5,x670 b650,TRUE,4,65,5,,16,8 x 3.8,5.5,TRUE,8,32,512,38,37379,4651,8890,866,,,,2200,,,5600,,5,2,192,TRUE,
67d4fd4693079e4598e73671,laptop,Intel Core i7-14700HX,,,TRUE,10,55,5,,28,8 x 2.1 & 12 x 1.5,5.5,FALSE,,33,,21,37306,3965,,,13599,2504,UHD Graphics 770,1600,4.6,3,5600,89.6,5,2,192,TRUE,
67d4fd4693079e4598e7369b,desktop,Intel Core i7-13700,lga_1700,z790 h610 h670 b660 z690,TRUE,10,65,5,,24,8 x 2.1 & 8 x 1.5,5.2,FALSE,24,30,,21,37013,4129,,,14818,2656,UHD Graphics 770,1600,4.5,3,5600,89.6,5,2,128,TRUE,12
67d4fd4693079e4598e7366b,laptop,Intel Core i7-14650HX,,,TRUE,10,55,5,,24,8 x 2.2 & 8 x 1.6,5.2,FALSE,,30,,22,36673,3980,,,13213,2438,UHD Graphics 710,1600,4.6,3,5600,89.6,5,2,192,TRUE,12.1
67d4fd4693079e4598e736ea,laptop,AMD Ryzen 7 7840HX,,,TRUE,5,55,5,,24,12 x 2.9,5.1,TRUE,12,64,768,29,36191,3968,,,,,Radeon 610M,2200,4.6,2,5200,,5,2,64,FALSE,
67d4fd4693079e4598e7369c,desktop,AMD Ryzen 7 7700X,am5,x670 b650,TRUE,6,105,5,6570,16,8 x 4.5,5.4,TRUE,8,32,512,45,35990,4199,7944,773,15416,2947,,2200,4.6,,5200,,5,2,128,TRUE,12
67d4fd4693079e4598e7370e,laptop,AMD Ryzen AI 9 HX 370,,,TRUE,4,28,4,,24,12 x 2,5.1,FALSE,12,24,,20,35423,4021,,,15120,2872,Radeon 890M,2900,4.6,2.1,7500,,5,2,256,FALSE,
67d4fd4693079e4598e736d0,desktop,AMD Ryzen 7 Pro 7745,am5,x670 b650,TRUE,5,65,5,,16,8 x 3.8,5.3,FALSE,8,32,512,38,34652,4083,7845,744,13507,2635,,2200,4.6,2,5200,,5,2,128,TRUE,12
67d4fd4693079e4598e73703,desktop,AMD Ryzen 7 7700,am5,x670 b650,TRUE,5,65,5,6570,16,8 x 3.8,5.3,TRUE,8,32,512,38,34630,4064,7739,744,14930,2874,,2200,,,5200,83.2,5,2,128,TRUE,12
67d4fd4693079e4598e73675,desktop,Intel Core i7-12700K,lga_1700,z690 h670 b660 h610,TRUE,10,125,5,,20,8 x 3.6 & 4 x 2.7,5,TRUE,12,25,,36,34597,4029,8750,757,13797,2556,UHD Graphics 770,1500,4.5,2.1,4800,76.8,5,2,128,TRUE,12
67d4fd4693079e4598e73888,desktop,AMD Ryzen 9 Pro 5945,,,FALSE,7,65,4,,24,12 x 3,4.7,FALSE,6,64,768,,34573,3497,,,9216,2182,,,,,3200,,4,2,,,
67d4fd4693079e4598e737c6,desktop,AMD Ryzen 9 5900,am4,,FALSE,7,65,4,,24,12 x 3,4.7,TRUE,6,64,768,30,34384,3448,,,11139,2145,,,,,3200,,4,2,,FALSE,
67d4fd4693079e4598e73756,desktop,Intel Core i9-12900,lga_1700,z790 h610 h670 b660 z690,TRUE,10,65,5,,24,16 x 2.1,5.1,FALSE,14,30,,24,34284,4048,10097,764,13344,2538,UHD Graphics 770,1550,4.5,2.1,4800,76.8,5,2,128,FALSE,12
67d4fd4693079e4598e736e3,desktop,AMD Ryzen 7 7800X3D,am5,x670 b650,TRUE,5,120,5,11270,16,8 x 4.2,5,FALSE,8,96,512,42,34275,3752,,,15158,2726,,2200,,,5200,,5,2,128,TRUE,12
67d4fd4693079e4598e736a9,laptop,Intel Core i9-12900HX,,,TRUE,10,55,5,,24,8 x 2.3 & 8 x 1.7,5,TRUE,,30,,23,34044,3836,7197,736,,,UHD Graphics 770,1550,4.6,3,4800,76.8,5,2,128,FALSE,12.1
67d4fd4693079e4598e7369a,desktop,Intel Core i5-14600,lga_1700,b760 h770 z790 h610 h670 b660 z690,TRUE,10,65,5,,20,6 x 2.7 & 8 x 2,5.2,FALSE,20,24,,27,33689,4104,,,13862,2615,UHD Graphics 770,1550,4.5,3,5600,89.6,5,2,192,TRUE,12
67d4fd4693079e4598e736c9,laptop,Intel Core i7-13700HX,,,TRUE,10,55,5,,24,8 x 2.1 & 8 x 1.5,5,,24,30,,,33610,3870,8342,734,13825,2534,UHD Graphics 770,1600,4.6,3,4800,76.8,5,2,128,TRUE,12.1
67d4fd4693079e4598e737b7,desktop,AMD Ryzen Threadripper Pro 3945WX,,,FALSE,7,280,4,,24,12 x 4,4.3,,6,64,768,,33546,2699,,,10600,1671,,,,,3200,204.8,4,8,2000,TRUE,
67d4fd4693079e4598e73792,desktop,Intel Core i9-10980XE,lga_2066,x299,FALSE,14,165,3,,36,18 x 3,4.6,TRUE,18,24.75,1152,30,32787,2652,8848,480,12175,1599,,,,,2933,94,4,4,256,FALSE,
67d4fd4693079e4598e736be,laptop,AMD Ryzen 7 7745HX,,,TRUE,6,55,5,,16,8 x 3.6,5.1,TRUE,8,32,512,36,32759,3952,,,12879,2639,Radeon 610M,2200,4.6,2,5200,,5,2,64,FALSE,12
67d4fd4693079e4598e7376a,desktop,AMD Ryzen 9 3900X,am4,x570 b550 a520 x470 b450,FALSE,7,105,4,7600,24,12 x 3.8,4.6,TRUE,6,64,768,38,32619,2706,6954,502,9944,1709,,,,,3200,47.68,4,2,128,TRUE,
67d4fd4693079e4598e736f4,desktop,Intel Core i9-12950HX,,,TRUE,10,55,5,,24,8 x 2.3 & 8 x 1.7,,FALSE,,,,23,32346,3826,,,,,UHD Graphics 770,1550,4.6,3,4800,76.8,5,2,128,TRUE,12.1
67d4fd4693079e4598e736d3,desktop,Intel Core i5-14500,lga_1700,b760 h770 z790 h610 h670 b660 z690,TRUE,10,65,5,,20,6 x 2.6 & 8 x 1.9,5,FALSE,11.5,24,,26,32256,4008,,,13310,2544,UHD Graphics 770,1550,4.5,3,4800,76.8,5,2,192,TRUE,12
67d4fd4693079e4598e73869,desktop,AMD Ryzen Threadripper 2990WXï»,tr4,,FALSE,12,250,3,19200,64,32 x 3,4.2,TRUE,16,64,3,,32193,2284,11463,398,7573,1208,,,,,2933,,4,4,,TRUE,
67d4fd4693079e4598e7370b,desktop,Intel Core i7-12800HX,lga_1700,z690 h670 b660 h610,TRUE,10,55,5,,24,8 x 2 & 8 x 1.5,4.8,TRUE,1.25,25,80,20,32122,3734,,,,,UHD Graphics 770,1450,4.6,3,4800,76.8,5,2,128,FALSE,12.1
67d4fd4693079e4598e736ca,desktop,Intel Core i5-13600,lga_1700,z790 h610 h670 b660 z690,TRUE,10,65,5,,20,6 x 2.7 & 8 x 2,5,FALSE,11.5,24,,27,32042,4046,,,12233,2506,UHD Graphics 770,1550,4.5,3,4800,76.8,5,2,128,TRUE,12
67d4fd4693079e4598e7380e,laptop,Intel Core i9-9980XE,,,FALSE,14,165,3,,36,18 x 3,4.4,,18,24.75,1152,30,31979,2560,7516,459,11434,1437,,,,,2666,85.3,4,4,128,FALSE,
67d4fd4693079e4598e736d8,desktop,Intel Core i5-13500,lga_1700,z790 h610 h670 b660 z690,TRUE,10,65,5,,20,6 x 2.5 & 8 x 1.8,4.8,FALSE,11.5,24,,25,31858,3884,8076,723,12276,2426,UHD Graphics 770,1550,4.5,3,4800,76.8,5,2,128,TRUE,12
67d4fd4693079e4598e73705,desktop,AMD Ryzen 7 8700G,am5,x670 b650,TRUE,4,65,4,,16,8 x 4.2,5.1,TRUE,8,16,512,42,31806,3946,7061,707,13909,2683,Radeon 780M,2900,4.6,2.1,5200,,5,2,256,TRUE,
67d4fd4693079e4598e73707,desktop,AMD Ryzen 7 Pro 8700G,am5,,TRUE,4,65,4,,16,8 x 4.2,5.1,TRUE,8,16,512,42,31762,3960,7061,707,,,Radeon 780M,2900,4.6,2.1,,,5,2,256,TRUE,
67d4fd4693079e4598e7398c,desktop,AMD Ryzen 9 Pro 3900,am4,x570 b550 a520 x470 b450,FALSE,7,65,4,,24,12 x 3.1,4.3,FALSE,6,64,768,,31616,2681,,,9099,1679,,,,,3200,47.68,4,2,128,,
67d4fd4693079e4598e73659,laptop,Intel Core i9-13900HK,,,TRUE,10,45,5,,20,6 x 2.6 & 8 x 1.9,5.4,TRUE,,24,,,31536,3967,,,13629,2629,Iris Xe Graphics 96EU,1500,4.6,3,5200,,5,2,64,FALSE,12.1
67d4fd4693079e4598e736d1,desktop,Intel Core i7-14700T,lga_1700,b760 h770 z790 h610 h670 b660 z690,TRUE,10,35,5,,28,8 x 1.3 & 12 x 0.9,5.2,FALSE,28,33,,13,31497,3925,,,,,UHD Graphics 770,1600,4.5,3,5600,89.6,5,2,192,TRUE,12
67d4fd4693079e4598e73690,laptop,Intel Core i7-13650HX,,,TRUE,10,55,5,,20,6 x 2.6 & 8 x 1.9,4.9,FALSE,,24,,,31377,3814,,,14077,2524,UHD Graphics 710,,4.6,3,4800,76.8,5,2,128,FALSE,12.1
67d4fd4693079e4598e737a1,desktop,AMD Ryzen 9 3900,am4,x570 b550 a520 x470 b450,FALSE,7,65,4,,24,12 x 3.1,4.3,TRUE,6,64,768,,30803,2625,,,9566,1680,,,,,3200,47.68,4,2,128,,
67d4fd4693079e4598e736df,desktop,Intel Core i7-12850HX,lga_1700,z690 h670 b660 h610,TRUE,10,55,5,,24,8 x 2.1 & 8 x 1.5,,TRUE,,25,,21,30785,3711,,,,,UHD Graphics 770,1450,4.6,3,4800,76.8,5,2,128,TRUE,12.1
67d4fd4693079e4598e73795,desktop,AMD Ryzen 7 8700F,am5,x670 b650 x870,FALSE,4,65,4,,16,8 x 4.1,5,TRUE,8,16,512,41,30774,3850,,,,,,,,,5200,,5,2,256,FALSE,
67d4fd4693079e4598e73723,desktop,Intel Core i7-12700,lga_1700,z690 h670 b660 h610,TRUE,10,65,5,,20,8 x 2.1 & 4 x 1.6,4.9,FALSE,12,25,,33,30765,3909,,,11182,2399,UHD Graphics 770,1500,4.5,2.1,4800,76.8,5,2,128,FALSE,12
67d4fd4693079e4598e73709,desktop,AMD Ryzen 9 Pro 8945HS,,,TRUE,4,45,4,25000,16,8 x 4,5.2,FALSE,8,16,512,40,30720,3927,,,,,Radeon 780M,2800,2.1,4.6,7500,,5,2,256,TRUE,
67d4fd4693079e4598e7377d,desktop,AMD Ryzen Threadripper 2970WX,tr4,,FALSE,12,250,,9600,48,24 x 3,4.2,TRUE,12.288,64,2250,35,30669,2330,10008,431,7110,1238,,,,,2933,,4,4,,TRUE,
67d4fd4693079e4598e7370f,laptop,Intel Core i5-13500HX,,,TRUE,10,55,5,,20,6 x 2.5 & 8 x 1.8,4.7,FALSE,,24,,25,30444,3658,,,,,UHD Graphics 710,1500,4.6,3,4800,76.8,5,2,128,,12.1
67d4fd4693079e4598e736a4,laptop,AMD Ryzen 9 7940HS,,,TRUE,4,54,4,,16,8 x 4,5.2,FALSE,8,16,512,40,30388,3904,,,11560,2460,Radeon 780M,2800,4.6,2.1,7500,,5,2,256,TRUE,12
67d4fd4693079e4598e737fa,desktop,Intel Core i9-7980XE,,,FALSE,14,165,3,,36,18 x 2.6,4.4,TRUE,18,24.7,576,26,30297,2487,7671,446,11604,1500,,,,,2666,,4,4,,FALSE,
67d4fd4693079e4598e7381f,desktop,Intel Core i9-9960X,,,FALSE,14,165,3,,32,16 x 3.1,4.4,,14,19.25,896,33,30254,2595,6671,457,10376,1385,,,,,2666,85.3,4,4,128,FALSE,
